id;customer_id;type;name;parent_id/id;Use Parent Address;street;street2;zip;city;country_id/id;country_id/name;phone;mobile;email;website;industry_id/id;industry_id/name;is_company;customer;supplier;
demo_parent_10000118;10000118;Contact;Västtrafik ;;;Råggatan 74;;11531;STOCKHOLM           ;base.se;Sverige;08-282 94 98;+46.70358248;info@vasttrafik.se;www.vasttrafik.se;0;0;TRUE;;;
demo_parent_10000119;10000119;Contact;Tieto Sweden ;;;Kolmårdsgränd 26;;72594;VÄSTERÅS            ;base.se;Sverige;003-290 17 16;+46.70156310;info@tietosweden.se;www.tietosweden.se;0;0;TRUE;TRUE;;
demo_parent_10000120;10000120;Contact;Ratos ;;;Skaraborgsgatan 31;;34331;ÄLMHULT             ;base.se;Sverige;0541-07 70 85;+46.73664228;info@ratos.com;www.ratos.com;0;0;TRUE;;TRUE;
demo_parent_10000121;10000121;Contact;Gekås ;;;Jakobsgatan 62;;31333;OSKARSTRÖM          ;base.se;Sverige;08-415 51 53;+46.74026046;info@gekas.com;www.gekas.com;0;0;TRUE;;TRUE;
demo_parent_10000122;10000122;Contact;Praktikertjänst ;;;Carl Akrells Gata 19;;23131;TRELLEBORG          ;base.se;Sverige;025-116 37 09;+46.79607324;info@praktikertjanst.se;www.praktikertjanst.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000123;10000123;Contact;Gekås ;;;Atterbomsvägen 16;;28345;OSBY                ;base.se;Sverige;0660-07 79 40;+46.70870229;info@gekas.com;www.gekas.com;0;0;TRUE;TRUE;;
demo_parent_10000124;10000124;Contact;CLX Communications;;;Hjalmar Cederströms Gata 14;;12932;HÄGERSTEN           ;base.se;Sverige;08-492 92 62;+46.78495273;info@clxcommunications.com;www.clxcommunications.com;0;0;TRUE;TRUE;TRUE;
demo_parent_10000125;10000125;Contact;Preem ;;;Centralplan 72;;38290;ÖRSJÖ               ;base.se;Sverige;058-005 66 15;+46.74339915;info@preem.se;www.preem.se;0;0;TRUE;;TRUE;
demo_parent_10000126;10000126;Contact;Provectus i Stockholm ;;;Essingetorget 19;;28331;OSBY                ;base.se;Sverige;0887-45 50 53;+46.77943336;mail@provectusistockholm.se;www.provectusistockholm.se;0;0;TRUE;;;
demo_parent_10000127;10000127;Contact;Smurfit Kappa Kraftliner Piteå ;;;Artillerigatan 97;;25361;HELSINGBORG         ;base.se;Sverige;08-475 40 79;+46.77191520;info@smurfitkappakraftlinerpitea.com;www.smurfitkappakraftlinerpitea.com;0;0;TRUE;;;
demo_parent_10000128;10000128;Contact;Capgemini Sverige ;;;Messeniusgatan 58;;57738;HULTSFRED           ;base.se;Sverige;054-888 25 35;+46.77510509;info@capgeminisverige.com;www.capgeminisverige.com;0;0;TRUE;;;
demo_parent_10000129;10000129;Contact;Telia Company;;;Norra Kajvägen 40;;92042;VINDELGRANSELE      ;base.se;Sverige;0164-32 59 89;+46.79097191;info@teliacompany.se;www.teliacompany.se;0;0;TRUE;;TRUE;
demo_parent_10000130;10000130;Contact;Assemblin ;;;Hjalmar Söderbergs Väg 100;;44794;VÅRGÅRDA            ;base.se;Sverige;08-259 70 72;+46.79912781;info@assemblin.se;www.assemblin.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000131;10000131;Contact;Trelleborg ;;;Stadsgården 77;;18751;TÄBY                ;base.se;Sverige;074-730 66 93;+46.71145654;kontakt@trelleborg.se;www.trelleborg.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000132;10000132;Contact;Meda Aktieolag;;;Ulrikagatan 96;;31395;ÅLED                ;base.se;Sverige;0731-80 78 76;+46.79161955;info@medaaktieolag.se;www.medaaktieolag.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000133;10000133;Contact;Max Hotell-och Restauranginvest ;;;Norrmalmstorg 79;;16831;BROMMA              ;base.se;Sverige;08-833 60 01;+46.73372907;info@maxhotell-ochrestauranginvest.se;www.maxhotell-ochrestauranginvest.se;0;0;TRUE;;;
demo_parent_10000134;10000134;Contact;Samsung Electronics Nordic ;;;Kölnagatan 6;;17546;JÄRFÄLLA            ;base.se;Sverige;033-337 97 40;+46.79315967;info@samsungelectronicsnordic.se;www.samsungelectronicsnordic.se;0;0;TRUE;;TRUE;
demo_parent_10000135;10000135;Contact;E.ON Energilösningar ;;;Hammargatan 98;;51771;OLSFORS             ;base.se;Sverige;0481-74 28 03;+46.74655464;info@e.onenergilosningar.se;www.e.onenergilosningar.se;0;0;TRUE;;;
demo_parent_10000136;10000136;Contact;Swedbank ;;;Fridhemsgatan 84;;45831;FÄRGELANDA          ;base.se;Sverige;08-786 70 62;+46.78473809;info@swedbank.se;www.swedbank.se;0;0;TRUE;;TRUE;
demo_parent_10000137;10000137;Contact;Soric Capital ;;;Vindragarvägen 31;;27199;YSTAD               ;base.se;Sverige;019-312 31 94;+46.75571012;info@soriccapital.com;www.soriccapital.com;0;0;TRUE;;TRUE;
demo_parent_10000138;10000138;Contact;Manpower ;;;Skånegatan 61;;36024;LINNERYD            ;base.se;Sverige;0236-09 49 16;+46.76552528;info@manpower.se;www.manpower.se;0;0;TRUE;TRUE;;
demo_parent_10000139;10000139;Contact;Dometic Group ;;;Oxtorgsgränd 23;;31232;LAHOLM              ;base.se;Sverige;08-312 10 51;+46.74727834;mail@dometicgroup.se;www.dometicgroup.se;0;0;TRUE;;TRUE;
demo_parent_10000140;10000140;Contact;Stena Aktiebolag;;;Uggleviksvägen 19;;62354;KLINTEHAMN          ;base.se;Sverige;044-772 77 74;+46.79059533;info@stena.com;www.stena.com;0;0;TRUE;TRUE;;
demo_parent_10000141;10000141;Contact;Randstad ;;;Medborgarplatsen 92;;16868;BROMMA              ;base.se;Sverige;0775-99 62 27;+46.71553702;info@randstad.se;www.randstad.se;0;0;TRUE;;TRUE;
demo_parent_10000142;10000142;Contact;Hans Andersson & Co ;;;Krukmakargatan 99;;54141;SKÖVDE              ;base.se;Sverige;08-177 86 60;+46.73526769;info@hansanderssonco.se;www.hansanderssonco.se;0;0;TRUE;TRUE;;
demo_parent_10000143;10000143;Contact;Hilding Anders ;;;Beckholmsvägen 4;;45741;FJÄLLBACKA          ;base.se;Sverige;018-806 47 68;+46.78486960;info@hildinganders.se;www.hildinganders.se;0;0;TRUE;;TRUE;
demo_parent_10000144;10000144;Contact;Ford Motor Company ;;;Hildebergsvägen 8;;79340;INSJÖN              ;base.se;Sverige;0090-20 90 46;+46.71461497;kontakt@fordmotorcompany.se;www.fordmotorcompany.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000145;10000145;Contact;Ekman & Co;;;Nytorget 1;;68142;KRISTINEHAMN        ;base.se;Sverige;08-278 44 70;+46.70459453;info@ekmanco.se;www.ekmanco.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000146;10000146;Contact;Hector Rail Holding ;;;Tegnérlunden 70;;93196;SKELLEFTEÅ          ;base.se;Sverige;047-403 36 14;+46.76792654;info@hectorrailholding.se;www.hectorrailholding.se;0;0;TRUE;TRUE;;
demo_parent_10000147;10000147;Contact;ALSO Sweden ;;;Brahegatan 52;;50491;SANDHULT            ;base.se;Sverige;0021-21 20 47;+46.74453972;info@alsosweden.se;www.alsosweden.se;0;0;TRUE;;;
demo_parent_10000148;10000148;Contact;Ragn-Sellsföretagen ;;;Oxtorget 44;;47393;HENÅN               ;base.se;Sverige;08-640 85 00;+46.78346496;info@ragn-sellsforetagen.se;www.ragn-sellsforetagen.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000149;10000149;Contact;Karl Hedin;;;Stadsgårdshamnen 70;;80271;GÄVLE               ;base.se;Sverige;027-694 98 88;+46.73606632;info@karlhedin.se;www.karlhedin.se;0;0;TRUE;;TRUE;
demo_parent_10000150;10000150;Contact;Investor ;;;Liljas Gata 25;;61631;ÅBY                 ;base.se;Sverige;0628-49 98 95;+46.75440947;info@investor.se;www.investor.se;0;0;TRUE;TRUE;;
demo_parent_10000151;10000151;Contact;Länsförsäkringar ;;;Stenbocksgatan 76;;41453;GÖTEBORG            ;base.se;Sverige;08-354 40 61;+46.75545044;mail@lansforsakringar.se;www.lansforsakringar.se;0;0;TRUE;;;
demo_parent_10000152;10000152;Contact;Svensk Exportkredit;;;Floragatan 14;;56891;SKILLINGARYD        ;base.se;Sverige;088-462 62 17;+46.70527301;info@svenskexportkredit.se;www.svenskexportkredit.se;0;0;TRUE;;TRUE;
demo_parent_10000153;10000153;Contact;eWork Group ;;;Duvnäsgatan 3;;17072;SOLNA               ;base.se;Sverige;0577-82 13 57;+46.74065274;info@eworkgroup.se;www.eworkgroup.se;0;0;TRUE;;;
demo_parent_10000154;10000154;Contact;Netto Marknad Sverige ;;;De Geersgatan 34;;26832;SVALÖV              ;base.se;Sverige;08-188 65 52;+46.71584387;info@nettomarknadsverige.se;www.nettomarknadsverige.se;0;0;TRUE;;TRUE;
demo_parent_10000155;10000155;Contact;Systemair ;;;Vinodlargatan 17;;60229;NORRKÖPING          ;base.se;Sverige;004-805 81 02;+46.72088446;info@systemair.com;www.systemair.com;0;0;TRUE;;;
demo_parent_10000156;10000156;Contact;Anders Hedin Invest ;;;Ljusstöparbacken 32;;12745;SKÄRHOLMEN          ;base.se;Sverige;0382-59 09 76;+46.72558840;kontakt@andershedininvest.com;www.andershedininvest.com;0;0;TRUE;TRUE;TRUE;
demo_parent_10000157;10000157;Contact;Radisson Hospitality ;;;Johannesgränd 82;;63223;ESKILSTUNA          ;base.se;Sverige;08-984 59 02;+46.71185202;info@radissonhospitality.se;www.radissonhospitality.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000158;10000158;Contact;Byggmax Group ;;;Katarina Kyrkobacke 53;;93152;SKELLEFTEÅ          ;base.se;Sverige;092-112 08 52;+46.74671592;info@byggmaxgroup.com;www.byggmaxgroup.com;0;0;TRUE;;;
demo_parent_10000159;10000159;Contact;Apotek Hjärtat Retail ;;;Skutskepparvägen 67;;19736;BRO                 ;base.se;Sverige;0456-85 40 91;+46.74630216;info@apotekhjartatretail.se;www.apotekhjartatretail.se;0;0;TRUE;TRUE;;
demo_parent_10000160;10000160;Contact;Findus Sverige ;;;Södra Bankogränd 84;;13737;VÄSTERHANINGE       ;base.se;Sverige;08-950 61 94;+46.70481589;info@findussverige.com;www.findussverige.com;0;0;TRUE;TRUE;;
demo_parent_10000161;10000161;Contact;Scandagra Group ;;;Gyllenborgsgatan 23;;11460;STOCKHOLM           ;base.se;Sverige;023-720 17 46;+46.76488336;info@scandagragroup.com;www.scandagragroup.com;0;0;TRUE;TRUE;TRUE;
demo_parent_10000162;10000162;Contact;Proact IT Group ;;;Carl Alberts Gränd 86;;27592;SJÖBO               ;base.se;Sverige;0594-05 74 48;+46.72378411;info@proactitgroup.com;www.proactitgroup.com;0;0;TRUE;TRUE;TRUE;
demo_parent_10000163;10000163;Contact;Göteborg Energi ;;;Järntorgsgatan 51;;45748;HAMBURGSUND         ;base.se;Sverige;08-366 24 12;+46.75992321;info@goteborgenergi.com;www.goteborgenergi.com;0;0;TRUE;;;
demo_parent_10000164;10000164;Contact;Gant ;;;Slipgatan 24;;21772;MALMÖ               ;base.se;Sverige;084-099 23 57;+46.78310907;info@gant.com;www.gant.com;0;0;TRUE;TRUE;;
demo_parent_10000165;10000165;Contact;Hennes & Mauritz ;;;Blasieholmsgatan 53;;84193;ÖSTAVALL            ;base.se;Sverige;0635-80 38 09;+46.74460873;info@hennesmauritz.se;www.hennesmauritz.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000166;10000166;Contact;Thomas Cook Northern Europe ;;;Rimbogatan 50;;31494;LANDERYD            ;base.se;Sverige;08-486 18 11;+46.76650979;mail@thomascooknortherneurope.se;www.thomascooknortherneurope.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000167;10000167;Contact;Ball Beverage Packaging Fosie ;;;Reimersholmsgatan 19;;11829;STOCKHOLM           ;base.se;Sverige;082-687 30 02;+46.76864785;info@ballbeveragepackagingfosie.se;www.ballbeveragepackagingfosie.se;0;0;TRUE;;;
demo_parent_10000168;10000168;Contact;ZeroChaos ;;;Stora Skuggans Väg 58;;13461;INGARÖ              ;base.se;Sverige;0811-92 03 17;+46.72861647;info@zerochaos.se;www.zerochaos.se;0;0;TRUE;;TRUE;
demo_parent_10000169;10000169;Contact;Mycronic ;;;Hudiksvallsgatan 79;;58734;LINKÖPING           ;base.se;Sverige;08-443 96 47;+46.79234790;info@mycronic.se;www.mycronic.se;0;0;TRUE;;;
demo_parent_10000170;10000170;Contact;Gambro Lundia ;;;Stadsgårdsleden 57;;82440;HUDIKSVALL          ;base.se;Sverige;031-367 54 45;+46.79553213;info@gambrolundia.com;www.gambrolundia.com;0;0;TRUE;;TRUE;
demo_parent_10000171;10000171;Contact;Lindéngruppen ;;;Dörjgränd 63;;19136;SOLLENTUNA          ;base.se;Sverige;0889-72 52 47;+46.79163457;kontakt@lindéngruppen.se;www.lindéngruppen.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000172;10000172;Contact;Pågengruppen ;;;Södra Hamnvägen 23;;97595;LULEÅ               ;base.se;Sverige;08-644 51 62;+46.74536840;info@pagengruppen.se;www.pagengruppen.se;0;0;TRUE;;TRUE;
demo_parent_10000173;10000173;Contact;Scandagra Group ;;;Rådlösavägen 20;;27538;SJÖBO               ;base.se;Sverige;085-643 35 20;+46.75708151;info@scandagragroup.com;www.scandagragroup.com;0;0;TRUE;;TRUE;
demo_parent_10000174;10000174;Contact;Byggmax Group ;;;Stureplan 73;;52174;GUDHEM              ;base.se;Sverige;0845-25 19 80;+46.71201727;info@byggmaxgroup.com;www.byggmaxgroup.com;0;0;TRUE;TRUE;;
demo_parent_10000175;10000175;Contact;AstraZeneca;;;Bergsgränd 3;;60223;NORRKÖPING          ;base.se;Sverige;08-981 27 25;+46.71987566;info@astrazeneca.com;www.astrazeneca.com;0;0;TRUE;TRUE;TRUE;
demo_parent_10000176;10000176;Contact;Pandox ;;;Fartygsgatan 12;;30592;HOLM                ;base.se;Sverige;043-309 55 02;+46.72123727;info@pandox.com;www.pandox.com;0;0;TRUE;TRUE;;
demo_parent_10000177;10000177;Contact;Rexel Sverige ;;;Kvarngatan 63;;11347;STOCKHOLM           ;base.se;Sverige;0149-35 98 28;+46.70204106;info@rexelsverige.se;www.rexelsverige.se;0;0;TRUE;TRUE;;
demo_parent_10000178;10000178;Contact;Hufvudstaden ;;;Biskopsvägen 100;;36050;LESSEBO             ;base.se;Sverige;08-788 43 42;+46.76242441;info@hufvudstaden.com;www.hufvudstaden.com;0;0;TRUE;;TRUE;
demo_parent_10000179;10000179;Contact;KappAhl A;;;Kölnagatan 30;;57492;VETLANDA            ;base.se;Sverige;035-678 17 29;+46.75538497;info@kappahla.se;www.kappahla.se;0;0;TRUE;TRUE;;
demo_parent_10000180;10000180;Contact;Recipharm ;;;Jägargatan 35;;11347;STOCKHOLM           ;base.se;Sverige;0839-99 41 10;+46.79295847;mail@recipharm.se;www.recipharm.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000181;10000181;Contact;Assemblin ;;;Källargränd 43;;75653;UPPSALA             ;base.se;Sverige;08-752 70 66;+46.74218641;info@assemblin.se;www.assemblin.se;0;0;TRUE;;TRUE;
demo_parent_10000182;10000182;Contact;Borealis ;;;Sällskapsvägen 32;;83396;STRÖMSUND           ;base.se;Sverige;043-021 79 94;+46.73889885;info@borealis.com;www.borealis.com;0;0;TRUE;TRUE;TRUE;
demo_parent_10000183;10000183;Contact;HP PPS Sverige ;;;Björngårdsgatan 66;;55445;JÖNKÖPING           ;base.se;Sverige;0638-15 19 47;+46.77194518;info@hpppssverige.se;www.hpppssverige.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000184;10000184;Contact;Stampen ;;;Baldersgatan 50;;81293;KUNGSGÅRDEN         ;base.se;Sverige;08-786 84 38;+46.75054958;info@stampen.se;www.stampen.se;0;0;TRUE;;;
demo_parent_10000185;10000185;Contact;Ellevio ;;;Liljeholmsvägen 14;;70510;ÖREBRO              ;base.se;Sverige;047-149 13 77;+46.75710442;kontakt@ellevio.se;www.ellevio.se;0;0;TRUE;TRUE;;
demo_parent_10000186;10000186;Contact;Stena Line Scandinavia ;;;Bolinders Plan 48;;18741;TÄBY                ;base.se;Sverige;0653-43 27 36;+46.79473188;info@stenalinescandinavia.com;www.stenalinescandinavia.com;0;0;TRUE;TRUE;TRUE;
demo_parent_10000187;10000187;Contact;Kinnarps Holding ;;;Gruvbacken 49;;17759;JÄRFÄLLA            ;base.se;Sverige;08-326 11 08;+46.77870418;info@kinnarpsholding.se;www.kinnarpsholding.se;0;0;TRUE;;TRUE;
demo_parent_10000188;10000188;Contact;Svensk Exportkredit;;;Ruddammsvägen 86;;92195;BLÅVIKSJÖN          ;base.se;Sverige;034-337 28 80;+46.78492380;info@svenskexportkredit.se;www.svenskexportkredit.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000189;10000189;Contact;Huawei Technologies Sweden ;;;Stagneliusvägen 18;;53198;LIDKÖPING           ;base.se;Sverige;0412-01 11 43;+46.70890818;info@huaweitechnologiessweden.se;www.huaweitechnologiessweden.se;0;0;TRUE;;;
demo_parent_10000190;10000190;Contact;Mio ;;;Nybroplan 49;;43161;MÖLNDAL             ;base.se;Sverige;08-137 58 70;+46.74008318;info@mio.com;www.mio.com;0;0;TRUE;TRUE;TRUE;
demo_parent_10000191;10000191;Contact;Stena Metall ;;;Rosenhillsvägen 72;;24761;VEBERÖD             ;base.se;Sverige;038-246 17 02;+46.70690580;info@stenametall.se;www.stenametall.se;0;0;TRUE;;;
demo_parent_10000192;10000192;Contact;Södersjukhuset ;;;Kolargatan 44;;14451;RÖNNINGE            ;base.se;Sverige;0596-33 34 12;+46.70450525;info@sodersjukhuset.se;www.sodersjukhuset.se;0;0;TRUE;;;
demo_parent_10000193;10000193;Contact;JFT Holding (Daniel Wellington);;;Malmtorgsgatan 14;;57930;HÖGSBY              ;base.se;Sverige;08-140 54 13;+46.74915624;mail@jftholding(danielwellington).se;www.jftholding(danielwellington).se;0;0;TRUE;;;
demo_parent_10000194;10000194;Contact;CellMark ;;;Robert Almströmsgatan 25;;59830;VIMMERBY            ;base.se;Sverige;063-787 83 71;+46.73967588;info@cellmark.com;www.cellmark.com;0;0;TRUE;TRUE;TRUE;
demo_parent_10000195;10000195;Contact;Dahl Sverige ;;;Blasieholmstorg 19;;42372;SÄVE                ;base.se;Sverige;0457-74 88 94;+46.72027721;info@dahlsverige.se;www.dahlsverige.se;0;0;TRUE;;TRUE;
demo_parent_10000196;10000196;Contact;Nederman Holding ;;;Tegnérlunden 51;;16448;KISTA               ;base.se;Sverige;08-215 83 41;+46.71616872;info@nedermanholding.se;www.nedermanholding.se;0;0;TRUE;TRUE;;
demo_parent_10000197;10000197;Contact;Modity Energy Trading ;;;Sergelgatan 7;;44136;ALINGSÅS            ;base.se;Sverige;055-837 85 94;+46.77095350;info@modityenergytrading.se;www.modityenergytrading.se;0;0;TRUE;TRUE;;
demo_parent_10000198;10000198;Contact;OptiGroup ;;;Sjömansgränd 89;;59933;ÖDESHÖG             ;base.se;Sverige;0521-77 74 75;+46.79714950;kontakt@optigroup.se;www.optigroup.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000199;10000199;Contact;Lifco;;;Bryggvägen 95;;13336;SALTSJÖBADEN        ;base.se;Sverige;08-110 52 86;+46.74676576;info@lifco.se;www.lifco.se;0;0;TRUE;TRUE;;
demo_parent_10000200;10000200;Contact;Swecon Anläggningsmaskiner;;;Grubbensringen 16;;61170;JÖNÅKER             ;base.se;Sverige;031-533 83 71;+46.77888373;info@sweconanlaggningsmaskiner.se;www.sweconanlaggningsmaskiner.se;0;0;TRUE;TRUE;;
demo_parent_10000201;10000201;Contact;Optimera Svenska ;;;Skomakargatan 54;;77498;HORNDAL             ;base.se;Sverige;0757-47 40 48;+46.79707248;info@optimerasvenska.se;www.optimerasvenska.se;0;0;TRUE;;TRUE;
demo_parent_10000202;10000202;Contact;Ingram Micro ;;;Östra Järnvägsgatan 86;;56791;VAGGERYD            ;base.se;Sverige;08-829 70 79;+46.77758525;info@ingrammicro.se;www.ingrammicro.se;0;0;TRUE;;;
demo_parent_10000203;10000203;Contact;Valedo Partners Fund II ;;;Mälarvarvsbacken 21;;41476;GÖTEBORG            ;base.se;Sverige;022-778 48 61;+46.79955895;info@valedopartnersfundii.se;www.valedopartnersfundii.se;0;0;TRUE;;;
demo_parent_10000204;10000204;Contact;Dustin Group ;;;Wenströmsvägen 4;;16758;BROMMA              ;base.se;Sverige;0776-09 87 18;+46.75591494;info@dustingroup.com;www.dustingroup.com;0;0;TRUE;;TRUE;
demo_parent_10000205;10000205;Contact;Jysk;;;Nybergsgatan 78;;81251;ÅSHAMMAR            ;base.se;Sverige;08-128 95 64;+46.75900945;info@jysk.se;www.jysk.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000206;10000206;Contact;Acando ;;;Kindstugatan 11;;28233;TYRINGE             ;base.se;Sverige;011-047 39 60;+46.73424824;info@acando.se;www.acando.se;0;0;TRUE;;TRUE;
demo_parent_10000207;10000207;Contact;Swecon Anläggningsmaskiner;;;Tomtebogatan 83;;17545;JÄRFÄLLA            ;base.se;Sverige;0827-24 31 58;+46.70772568;info@sweconanlaggningsmaskiner.se;www.sweconanlaggningsmaskiner.se;0;0;TRUE;;TRUE;
demo_parent_10000208;10000208;Contact;Alimak Group ;;;Karlshällsvägen 8;;60371;NORRKÖPING          ;base.se;Sverige;08-590 23 52;+46.77149576;info@alimakgroup.se;www.alimakgroup.se;0;0;TRUE;;TRUE;
demo_parent_10000209;10000209;Contact;Intrum ;;;Hammarby Kaj 82;;13462;INGARÖ              ;base.se;Sverige;039-846 20 24;+46.70555330;info@intrum.se;www.intrum.se;0;0;TRUE;;;
demo_parent_10000210;10000210;Contact;JFT Holding (Daniel Wellington);;;Förskeppsgatan 65;;11762;STOCKHOLM           ;base.se;Sverige;0011-57 25 38;+46.77122201;info@jftholding(danielwellington).se;www.jftholding(danielwellington).se;0;0;TRUE;TRUE;;
demo_parent_10000211;10000211;Contact;LG Electronics Nordic ;;;Karlavägen 14;;27430;SKURUP              ;base.se;Sverige;08-975 85 72;+46.70926422;info@lgelectronicsnordic.com;www.lgelectronicsnordic.com;0;0;TRUE;TRUE;;
demo_parent_10000212;10000212;Contact;Saint-Gobain Sweden ;;;Drottninggatan 4;;69437;HALLSBERG           ;base.se;Sverige;082-011 65 29;+46.73392677;info@saint-gobainsweden.se;www.saint-gobainsweden.se;0;0;TRUE;;;
demo_parent_10000213;10000213;Contact;IBM Svenska ;;;Varvsgatan 20;;22355;LUND                ;base.se;Sverige;0769-66 54 18;+46.76934258;info@ibmsvenska.com;www.ibmsvenska.com;0;0;TRUE;;TRUE;
demo_parent_10000214;10000214;Contact;Equinor OTS ;;;Ängskärsgatan 11;;61174;TYSTBERGA           ;base.se;Sverige;08-384 78 44;+46.74335466;info@equinorots.se;www.equinorots.se;0;0;TRUE;;TRUE;
demo_parent_10000215;10000215;Contact;Fresenius Kabi ;;;Torstenssonsgatan 47;;41524;GÖTEBORG            ;base.se;Sverige;017-950 54 82;+46.70274478;info@freseniuskabi.com;www.freseniuskabi.com;0;0;TRUE;TRUE;;
demo_parent_10000216;10000216;Contact;Lifco;;;Fridhemsplan 17;;68630;SUNNE               ;base.se;Sverige;0571-01 82 04;+46.77041962;info@lifco.se;www.lifco.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000217;10000217;Contact;Einar Mattsson ;;;Kampementsgatan 46;;79335;LEKSAND             ;base.se;Sverige;08-106 98 56;+46.71422146;info@einarmattsson.se;www.einarmattsson.se;0;0;TRUE;;;
demo_parent_10000218;10000218;Contact;Pågengruppen ;;;Bedoirsgränd 100;;74190;KNIVSTA             ;base.se;Sverige;011-264 37 47;+46.73631866;info@pagengruppen.se;www.pagengruppen.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000219;10000219;Contact;Unilever Sverige ;;;Kungsholms Strand 47;;18232;DANDERYD            ;base.se;Sverige;0230-75 69 09;+46.71268853;info@unileversverige.com;www.unileversverige.com;0;0;TRUE;;TRUE;
demo_parent_10000220;10000220;Contact;Ratos ;;;Årstaängsvägen 97;;16775;BROMMA              ;base.se;Sverige;08-495 44 88;+46.71572720;info@ratos.com;www.ratos.com;0;0;TRUE;TRUE;;
demo_parent_10000221;10000221;Contact;Greencarrier Holding ;;;Klockstapelsbacken 52;;30572;STENINGE            ;base.se;Sverige;059-928 14 74;+46.70082545;info@greencarrierholding.se;www.greencarrierholding.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000222;10000222;Contact;LG Electronics Nordic ;;;Olof Gjödingsgatan 12;;54145;SKÖVDE              ;base.se;Sverige;0566-89 97 64;+46.74372201;info@lgelectronicsnordic.com;www.lgelectronicsnordic.com;0;0;TRUE;;TRUE;
demo_parent_10000223;10000223;Contact;Karl Hedin;;;Virkesvägen 33;;33134;VÄRNAMO             ;base.se;Sverige;08-682 73 77;+46.77659018;info@karlhedin.se;www.karlhedin.se;0;0;TRUE;;;
demo_parent_10000224;10000224;Contact;Ving Sverige ;;;Sockerbruksgränd 41;;51394;SPARSÖR             ;base.se;Sverige;064-434 63 70;+46.74225828;info@vingsverige.com;www.vingsverige.com;0;0;TRUE;TRUE;TRUE;
demo_parent_10000225;10000225;Contact;BDX Företagen ;;;Inedalsgatan 64;;98206;NATTAVAARA          ;base.se;Sverige;0593-67 01 44;+46.72069236;info@bdxforetagen.se;www.bdxforetagen.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000226;10000226;Contact;Vianada ;;;Södra Dryckesgränd 18;;17730;JÄRFÄLLA            ;base.se;Sverige;08-144 41 41;+46.73974073;info@vianada.com;www.vianada.com;0;0;TRUE;;TRUE;
demo_parent_10000227;10000227;Contact;Komatsu Forest ;;;Rådmansgatan 99;;93791;BURTRÄSK            ;base.se;Sverige;078-681 27 34;+46.73572845;info@komatsuforest.se;www.komatsuforest.se;0;0;TRUE;TRUE;TRUE;
demo_parent_10000228;10000228;Contact;Tamro ;;;Eolsgatan 98;;26634;MUNKA-LJUNGBY       ;base.se;Sverige;0754-58 52 35;+46.79517812;info@tamro.se;www.tamro.se;0;0;TRUE;;;
demo_parent_10000229;10000229;Contact;Hoist Finance ;;;Trångsund 17;;37143;KARLSKRONA          ;base.se;Sverige;08-980 25 88;+46.72478791;info@hoistfinance.se;www.hoistfinance.se;0;0;TRUE;;;
demo_parent_10000230;10000230;Contact;Möller Bil Sverige ;;;Snickarbacken 3;;81594;TIERP               ;base.se;Sverige;019-870 31 32;+46.70745752;info@mollerbilsverige.se;www.mollerbilsverige.se;0;0;TRUE;;;
demo_parent_10000231;10000231;Contact;IFS ;;;Biskopsvägen 4;;13638;HANDEN              ;base.se;Sverige;0790-30 09 44;+46.70637391;info@ifs.se;www.ifs.se;0;0;TRUE;TRUE;;
demo_parent_10000232;10000232;Contact;Polygon Holding ;;;Karlbergsvägen 28;;57992;HÖGSBY              ;base.se;Sverige;08-580 38 78;+46.75525091;info@polygonholding.se;www.polygonholding.se;0;0;TRUE;;TRUE;
demo_parent_10000233;10000233;Contact;Akzo Nobel Pulp and Performance Chemicals;;;Fredsborgstorget 82;;11445;STOCKHOLM           ;base.se;Sverige;046-901 86 91;+46.70148071;info@akzonobelpulpandperformancechemicals.com;www.akzonobelpulpandperformancechemicals.com;0;0;TRUE;TRUE;;
demo_parent_10000234;10000234;Contact;Peab ;;;Rapsgatan 16;;86433;MATFORS             ;base.se;Sverige;0775-07 10 74;+46.79745350;info@peab.se;www.peab.se;0;0;TRUE;;;
